Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,AOV,Purchase_Frequency,Lifespan_Score,CLV
8,2,319.0,5,3,2,532,Need Attention,159.5,2,357,312.0082191780822
32,3,1266.97,4,4,4,444,Champions,422.3233333333333,3,333,1155.8931780821918
22,3,1538.88,4,4,4,444,Champions,512.96,3,343,1446.125589041096
31,6,3518.03,4,5,5,455,Champions,586.3383333333334,6,334,3219.2384109589043
29,10,1715.46,4,5,4,454,Champions,171.546,10,336,1579.1631780821917
22,2,293.1,4,3,2,432,Need Attention,146.55,2,343,275.43369863013703
33,7,2467.35,4,5,5,455,Champions,352.4785714285714,7,332,2244.274520547945
284,1,158.68,1,2,1,121,Lost,158.68,1,81,35.21391780821918
39,2,206.34,3,3,1,331,Need Attention,103.17,2,326,184.29271232876712
58,2,835.78,3,3,3,333,Need Attention,417.89,2,307,702.9711232876712
289,1,224.91,1,2,1,121,Lost,224.91,1,76,46.83057534246576
79,1,317.76,2,2,2,222,Lost,317.76,1,286,248.98454794520546
5,8,3766.6,5,5,5,555,Champions,470.825,8,360,3715.002739726027
218,1,59.9,1,2,1,121,Lost,59.9,1,147,24.124109589041097
44,4,1443.69,3,4,4,344,Loyal Customers,360.9225,4,321,1269.6561369863016
202,1,306.13,1,2,2,122,Lost,306.13,1,163,136.71010958904108
178,3,711.79,2,4,3,243,Loyal Customers,237.26333333333332,3,187,364.67049315068493
56,4,783.97,3,4,3,343,Loyal Customers,195.9925,4,309,663.6896712328767
57,2,239.92,3,3,1,331,Need Attention,119.96,2,308,202.4530410958904
8,6,3347.31,5,5,5,555,Champions,557.885,6,357,3273.944301369863
47,2,144.0,3,3,1,331,Need Attention,72.0,2,318,125.45753424657534
227,1,203.95,1,2,1,121,Lost,203.95,1,138,77.10986301369863
11,7,2474.23,5,5,5,555,Champions,353.4614285714286,7,354,2399.664164383562
106,2,383.75,2,3,2,232,At Risk,191.875,2,259,272.30479452054794
59,2,444.74,3,3,2,332,Need Attention,222.37,2,306,372.8505205479452
28,7,2093.68,4,5,5,455,Champions,299.09714285714284,7,337,1933.0689315068491
36,7,1699.3,3,5,4,354,Loyal Customers,242.75714285714284,7,329,1531.697808219178
361,1,226.78,1,2,1,121,Lost,226.78,1,4,2.4852602739726026
30,1,1013.01,4,2,4,424,Potential Loyalists,1013.01,1,335,929.748904109589
24,3,692.22,4,4,3,443,Champions,230.74,3,341,646.7041643835616
54,1,289.78000000000003,3,2,2,322,Need Attention,289.78000000000003,1,311,246.90843835616442
36,6,3560.08,3,5,5,355,Loyal Customers,593.3466666666667,6,329,3208.948821917808
175,4,1564.56,2,4,4,244,Loyal Customers,391.14,4,190,814.4284931506849
54,1,384.08,3,2,2,322,Need Attention,384.08,1,311,327.25720547945207
53,1,204.24,3,2,1,321,Need Attention,204.24,1,312,174.58323287671234
27,8,2317.2200000000003,4,5,5,455,Champions,289.65250000000003,8,338,2145.8092054794524
253,1,226.85,1,2,1,121,Lost,226.85,1,112,69.60876712328768
40,7,2781.23,3,5,5,355,Loyal Customers,397.31857142857143,7,325,2476.4376712328767
60,6,1059.12,3,5,4,354,Loyal Customers,176.51999999999998,6,305,885.0180821917808
234,1,113.5,1,2,1,121,Lost,113.5,1,131,40.73561643835617
4,10,1951.97,5,5,4,554,Champions,195.197,10,361,1930.5785479452056
32,1,114.23,4,2,1,421,Potential Loyalists,114.23,1,333,104.21531506849315
24,14,3187.55,4,5,5,455,Champions,227.68214285714288,14,341,2977.957671232877
7,2,334.48,5,3,2,532,Need Attention,167.24,2,358,328.06531506849313
65,1,328.65,3,2,2,322,Need Attention,328.65,1,300,270.12328767123284
310,2,381.89,1,3,2,132,At Risk,190.945,2,55,57.54506849315068
309,1,393.49,1,2,2,122,Lost,393.49,1,56,60.37106849315069
19,6,939.32,4,5,4,454,Champions,156.55333333333334,6,346,890.423890410959
16,8,1906.09,4,5,4,454,Champions,238.26125,8,349,1822.5353698630136
96,2,318.76,2,3,2,232,At Risk,159.38,2,269,234.9217534246575
264,8,3638.41,1,5,5,155,Loyal Customers,454.80125,8,101,1006.7929041095889
12,10,3124.72,5,5,5,555,Champions,312.472,10,353,3021.9894794520546
3,2,417.77,5,3,2,532,Need Attention,208.885,2,362,414.3362739726027
35,1,190.88,3,2,1,321,Need Attention,190.88,1,330,172.57643835616437
183,1,149.89,1,2,1,121,Lost,149.89,1,182,74.7396712328767
25,2,550.0600000000001,4,3,3,433,Need Attention,275.03000000000003,2,340,512.3846575342466
13,6,916.13,5,5,3,553,Champions,152.68833333333333,6,352,883.5007123287671
11,2,314.69,5,3,2,532,Need Attention,157.345,2,354,305.20619178082194
3,17,3719.1,5,5,5,555,Champions,218.7705882352941,17,362,3688.5320547945203
313,1,382.5,1,2,2,122,Lost,382.5,1,52,54.49315068493151
108,2,1135.04,2,3,4,234,At Risk,567.52,2,257,799.1925479452054
1,26,8531.65,5,5,5,555,Champions,328.1403846153846,26,364,8508.275616438355
53,1,954.9,3,2,4,324,Need Attention,954.9,1,312,816.2432876712329
205,1,171.45000000000002,1,2,1,121,Lost,171.45000000000002,1,160,75.15616438356165
15,1,280.09000000000003,4,2,2,422,Potential Loyalists,280.09000000000003,1,350,268.57945205479456
120,1,318.65,2,2,2,222,Lost,318.65,1,245,213.88835616438357
4,2,381.97,5,3,2,532,Need Attention,190.985,2,361,377.78402739726033
363,1,269.83,1,2,2,122,Lost,269.83,1,2,1.4785205479452055
117,2,348.91,2,3,2,232,At Risk,174.455,2,248,237.06761643835617
18,1,178.26,4,2,1,421,Potential Loyalists,178.26,1,347,169.46909589041096
5,2,271.19,5,3,2,532,Need Attention,135.595,2,360,267.4750684931507
41,2,291.48,3,3,2,332,Need Attention,145.74,2,324,258.7384109589041
107,2,240.0,2,3,1,231,At Risk,120.0,2,258,169.64383561643837
148,2,581.23,2,3,3,233,At Risk,290.615,2,217,345.5531780821918
52,5,1253.36,3,4,4,344,Loyal Customers,250.67199999999997,5,313,1074.7991232876711
208,1,63.440000000000005,1,2,1,121,Lost,63.440000000000005,1,157,27.287890410958905
139,2,550.01,2,3,3,233,At Risk,275.005,2,226,340.5541369863014
2,3,296.58,5,4,2,542,Champions,98.86,3,363,294.95490410958905
127,2,317.2,2,3,2,232,At Risk,158.6,2,238,206.8317808219178
108,4,763.64,2,4,3,243,Loyal Customers,190.91,4,257,537.6862465753425
42,4,2148.63,3,4,5,345,Loyal Customers,537.1575,4,323,1901.390383561644
35,1,107.82,3,2,1,321,Need Attention,107.82,1,330,97.48109589041094
228,2,1065.35,1,3,4,134,At Risk,532.675,2,137,399.8710958904109
241,1,246.04,1,2,1,121,Lost,246.04,1,124,83.5861917808219
58,1,187.83,3,2,1,321,Need Attention,187.83,1,307,157.98304109589043
130,3,1685.46,2,4,4,244,Loyal Customers,561.82,3,235,1085.1591780821918
60,6,1647.48,3,5,4,354,Loyal Customers,274.58,6,305,1376.6613698630138
22,1,151.37,4,2,1,421,Potential Loyalists,151.37,1,343,142.2463287671233
26,7,1049.06,4,5,4,454,Champions,149.8657142857143,7,339,974.3324383561643
9,7,1417.63,5,5,4,554,Champions,202.51857142857145,7,356,1382.6747397260274
32,3,931.02,4,4,4,444,Champions,310.34,3,333,849.3963287671234
4,2,513.01,5,3,3,533,Need Attention,256.505,2,361,507.38797260273975
308,1,550.8000000000001,1,2,3,123,Lost,550.8000000000001,1,57,86.01534246575343
8,9,1854.06,5,5,4,554,Champions,206.00666666666666,9,357,1813.4230684931506
29,3,547.0,4,4,3,443,Champions,182.33333333333334,3,336,503.53972602739725
17,1,128.18,4,2,1,421,Potential Loyalists,128.18,1,348,122.20997260273973
101,2,498.42,2,3,3,233,At Risk,249.21,2,264,360.50104109589046
12,4,656.61,5,4,3,543,Champions,164.1525,4,353,635.0228219178083
21,1,163.24,4,2,1,421,Potential Loyalists,163.24,1,344,153.84810958904112
15,5,1135.63,4,4,4,444,Champions,227.12600000000003,5,350,1088.9602739726029
361,1,250.04,1,2,2,122,Lost,250.04,1,4,2.740164383561644
11,19,8631.31,5,5,5,555,Champions,454.2794736842105,19,354,8371.188328767123
95,1,82.75,2,2,1,221,Lost,82.75,1,270,61.21232876712328
78,2,1384.85,2,3,4,234,At Risk,692.425,2,287,1088.9094520547944
139,3,644.3,2,4,3,243,Loyal Customers,214.76666666666665,3,226,398.9364383561644
31,1,2328.84,4,2,5,425,Potential Loyalists,2328.84,1,334,2131.0481095890414
25,8,2527.92,4,5,5,455,Champions,315.99,8,340,2354.774794520548
2,36,6241.15,5,5,5,555,Champions,173.36527777777778,36,363,6206.951917808219
46,3,2600.34,3,4,5,345,Loyal Customers,866.7800000000001,3,319,2272.625917808219
100,3,1200.62,2,4,4,244,Loyal Customers,400.20666666666665,3,265,871.68301369863
8,2,657.16,5,3,3,533,Need Attention,328.58,2,357,642.7564931506848
15,7,903.12,4,5,3,453,Champions,129.01714285714286,7,350,866.0054794520547
18,4,986.48,4,4,4,444,Champions,246.62,4,347,937.8316712328767
280,1,96.8,1,2,1,121,Lost,96.8,1,85,22.542465753424654
14,2,523.11,5,3,3,533,Need Attention,261.555,2,351,503.04550684931513
23,2,363.9,4,3,2,432,Need Attention,181.95,2,342,340.96931506849313
124,1,175.2,2,2,1,221,Lost,175.2,1,241,115.67999999999998
86,1,494.25,2,2,3,223,Lost,494.25,1,279,377.79657534246576
302,2,307.02000000000004,1,3,2,132,At Risk,153.51000000000002,2,63,52.99249315068494
151,4,1979.61,2,4,4,244,Loyal Customers,494.9025,4,214,1160.6480547945205
17,8,6484.75,4,5,5,455,Champions,810.59375,8,348,6182.720547945205
94,2,243.36,2,3,1,231,At Risk,121.68,2,271,180.68646575342464
30,11,12353.29,4,5,5,455,Champions,1123.0263636363636,11,335,11337.95109589041
157,3,682.29,2,4,3,243,Loyal Customers,227.42999999999998,3,208,388.8118356164383
355,1,193.64,1,2,1,121,Lost,193.64,1,10,5.305205479452054
46,1,157.62,3,2,1,321,Need Attention,157.62,1,319,137.75556164383562
15,4,519.6899999999999,4,4,3,443,Champions,129.92249999999999,4,350,498.3328767123287
4,15,2622.88,5,5,5,555,Champions,174.85866666666666,15,361,2594.136109589041
86,1,228.96,2,2,1,221,Lost,228.96,1,279,175.0132602739726
15,5,1156.6,4,4,4,444,Champions,231.32,5,350,1109.0684931506848
179,1,98.25,2,2,1,221,Lost,98.25,1,186,50.06712328767124
8,4,1281.32,5,4,4,544,Champions,320.33,4,357,1253.2362739726027
36,3,587.15,3,4,3,343,Loyal Customers,195.71666666666667,3,329,529.239315068493
129,2,1740.0,2,3,4,234,At Risk,870.0,2,236,1125.041095890411
51,1,1393.06,3,2,4,324,Need Attention,1393.06,1,314,1198.4132602739726
312,1,178.22,1,2,1,121,Lost,178.22,1,53,25.878520547945204
24,2,384.39,4,3,2,432,Need Attention,192.195,2,341,359.11504109589043
303,2,360.81,1,3,2,132,At Risk,180.405,2,62,61.28827397260274
11,1,127.86,5,2,1,521,Potential Loyalists,127.86,1,354,124.00668493150685
17,3,568.24,4,4,3,443,Champions,189.41333333333333,3,348,541.7740273972603
49,3,488.2,3,4,3,343,Loyal Customers,162.73333333333332,3,316,422.66082191780816
239,2,312.23,1,3,2,132,At Risk,156.115,2,126,107.78350684931509
1,11,4462.68,5,5,5,555,Champions,405.69818181818187,11,364,4450.453479452055
13,8,4762.32,5,5,5,555,Champions,595.29,8,352,4592.703123287671
238,1,167.55,1,2,1,121,Lost,167.55,1,127,58.2982191780822
23,8,1878.87,4,5,4,454,Champions,234.85875,8,342,1760.4754520547945
73,4,446.18,2,4,2,242,Loyal Customers,111.545,4,292,356.944
17,3,418.4,4,4,2,442,Champions,139.46666666666667,3,348,398.91287671232874
41,8,1337.18,3,5,4,354,Loyal Customers,167.1475,8,324,1186.9762191780824
40,4,646.92,3,4,3,343,Loyal Customers,161.73,4,325,576.0246575342466
219,2,495.77,1,3,3,133,At Risk,247.885,2,146,198.308
199,3,400.1,1,4,2,142,Loyal Customers,133.36666666666667,3,166,181.9632876712329
71,2,203.2,3,3,1,331,Need Attention,101.6,2,294,163.67342465753424
24,20,4058.32,4,5,5,455,Champions,202.916,20,341,3791.4715616438357
11,1,389.72,5,2,2,522,Potential Loyalists,389.72,1,354,377.97501369863016
9,29,20275.61,5,5,5,555,Champions,699.1589655172414,29,356,19775.663452054796
65,1,65.4,3,2,1,321,Need Attention,65.4,1,300,53.75342465753425
4,1,193.39,5,2,1,521,Potential Loyalists,193.39,1,361,191.27065753424657
19,2,336.4,4,3,2,432,Need Attention,168.2,2,346,318.88876712328766
15,1,256.11,4,2,2,422,Potential Loyalists,256.11,1,350,245.5849315068493
8,6,2686.42,5,5,5,555,Champions,447.7366666666667,6,357,2627.5395616438354
20,2,746.81,4,3,3,433,Need Attention,373.405,2,345,705.888904109589
78,4,1259.56,2,4,4,244,Loyal Customers,314.89,4,287,990.3937534246575
1,34,31833.68,5,5,5,555,Champions,936.2847058823529,34,364,31746.464438356164
164,2,508.8,2,3,3,233,At Risk,254.4,2,201,280.1884931506849
307,2,411.27,1,3,2,132,At Risk,205.635,2,58,65.35249315068494
219,1,203.87,1,2,1,121,Lost,203.87,1,146,81.548
39,7,7312.8,3,5,5,355,Loyal Customers,1044.6857142857143,7,326,6531.432328767123
22,2,681.41,4,3,3,433,Need Attention,340.705,2,343,640.3387123287671
115,3,653.38,2,4,3,243,Loyal Customers,217.79333333333332,3,250,447.52054794520546
126,5,2097.84,2,4,5,245,Loyal Customers,419.56800000000004,5,239,1373.6541369863014
5,12,2598.85,5,5,5,555,Champions,216.57083333333333,12,360,2563.2493150684927
36,1,263.92,3,2,2,322,Need Attention,263.92,1,329,237.88953424657535
4,13,31781.82,5,5,5,555,Champions,2444.7553846153846,13,361,31433.526082191784
1,3,1031.41,5,4,4,544,Champions,343.80333333333334,3,364,1028.5842191780823
333,3,2184.42,1,4,5,145,Loyal Customers,728.14,3,32,191.51079452054796
163,1,32.65,2,2,1,221,Lost,32.65,1,202,18.069315068493147
185,2,771.85,1,3,3,133,At Risk,385.925,2,180,380.63835616438354
16,5,1214.72,4,4,4,444,Champions,242.94400000000002,5,349,1161.472
12,3,778.94,5,4,3,543,Champions,259.6466666666667,3,353,753.3310136986302
3,7,1258.06,5,5,4,554,Champions,179.72285714285712,7,362,1247.7197808219178
44,2,778.0,3,3,3,333,Need Attention,389.0,2,321,684.2136986301371
80,1,507.84,2,2,3,223,Lost,507.84,1,285,396.53260273972603
30,7,6893.42,4,5,5,455,Champions,984.7742857142857,7,335,6326.837534246575
42,2,463.46,3,3,2,332,Need Attention,231.73,2,323,410.13035616438356
11,12,4226.57,5,5,5,555,Champions,352.21416666666664,12,354,4099.193917808219
50,3,598.83,3,4,3,343,Loyal Customers,199.61,3,315,516.798493150685
16,6,1979.37,4,5,4,454,Champions,329.895,6,349,1892.6030958904107
46,2,698.41,3,3,3,333,Need Attention,349.205,2,319,610.391205479452
19,2,759.1700000000001,4,3,3,433,Need Attention,379.58500000000004,2,346,719.6515616438356
8,6,5037.26,5,5,5,555,Champions,839.5433333333334,6,357,4926.854301369863
72,1,100.8,3,2,1,321,Need Attention,100.8,1,293,80.91616438356165
1,28,17256.85,5,5,5,555,Champions,616.3160714285714,28,364,17209.570958904107
128,3,524.9200000000001,2,4,3,243,Loyal Customers,174.97333333333336,3,237,340.8384657534247
33,2,265.76,4,3,2,432,Need Attention,132.88,2,332,241.73238356164384
313,1,403.3,1,2,2,122,Lost,403.3,1,52,57.456438356164384
18,2,365.76,4,3,2,432,Need Attention,182.88,2,347,347.7225205479452
88,1,303.16,2,2,2,222,Lost,303.16,1,277,230.06936986301372
2,7,2373.82,5,5,5,555,Champions,339.1171428571429,7,363,2360.812767123288
2,2,216.3,5,3,1,531,Need Attention,108.15,2,363,215.11479452054797
254,1,388.4500000000001,1,2,2,122,Lost,388.4500000000001,1,111,118.13136986301375
157,3,186.42,2,4,1,241,Loyal Customers,62.13999999999999,3,208,106.23386301369862
37,6,2248.56,3,5,5,355,Loyal Customers,374.76,6,328,2020.6237808219178
220,1,534.24,1,2,3,123,Lost,534.24,1,145,212.23232876712328
152,2,2389.1,2,3,5,235,At Risk,1194.55,2,213,1394.1871232876713
177,2,120.9,2,3,1,231,At Risk,60.45,2,188,62.27178082191781
40,2,541.53,3,3,3,333,Need Attention,270.765,2,325,482.18424657534246
2,7,2516.21,5,5,5,555,Champions,359.4585714285714,7,363,2502.4225479452057
8,46,194390.79,5,5,5,555,Champions,4225.886739130435,46,357,190130.16994520547
1,7,1721.4,5,5,4,554,Champions,245.91428571428574,7,364,1716.6838356164385
18,2,486.72,4,3,3,433,Need Attention,243.36,2,347,462.7173698630137
192,4,517.53,1,4,3,143,Loyal Customers,129.3825,4,173,245.29504109589038
204,1,131.7,1,2,1,121,Lost,131.7,1,161,58.092328767123284
365,1,249.86,1,2,2,122,Lost,249.86,1,0,0.0
127,5,1737.7,2,4,4,244,Loyal Customers,347.54,5,238,1133.075616438356
15,1,316.5,4,2,2,422,Potential Loyalists,316.5,1,350,303.4931506849315
43,2,657.3,3,3,3,333,Need Attention,328.65,2,322,579.8646575342466
94,6,622.4300000000001,2,5,3,253,Loyal Customers,103.73833333333334,6,271,462.1329589041096
23,3,735.82,4,4,3,443,Champions,245.27333333333334,3,342,689.4532602739727
60,2,675.69,3,3,3,333,Need Attention,337.845,2,305,564.6176712328768
16,5,1875.86,4,4,4,444,Champions,375.17199999999997,5,349,1793.630520547945
158,1,289.96000000000004,2,2,2,222,Lost,289.96000000000004,1,207,164.44306849315072
10,2,763.28,5,3,3,533,Need Attention,381.64,2,355,742.3682191780822
10,2,137.0,5,3,1,531,Need Attention,68.5,2,355,133.24657534246575
16,5,1870.97,4,4,4,444,Champions,374.194,5,349,1788.9548767123288
45,5,1125.07,3,4,4,344,Loyal Customers,225.01399999999998,5,320,986.3627397260273
191,3,697.54,1,4,3,143,Loyal Customers,232.51333333333332,3,174,332.52591780821916
79,1,194.37,2,2,1,221,Lost,194.37,1,286,152.30087671232877
78,1,511.82,2,2,3,223,Lost,511.82,1,287,402.44476712328765
4,4,1255.59,5,4,4,544,Champions,313.8975,4,361,1241.830109589041
65,3,414.04,3,4,2,342,Loyal Customers,138.01333333333335,3,300,340.3068493150685
261,1,396.87,1,2,2,122,Lost,396.87,1,104,113.08076712328767
59,2,376.64,3,3,2,332,Need Attention,188.32,2,306,315.7584657534247
1,7,2092.32,5,5,5,555,Champions,298.90285714285716,7,364,2086.5876164383562
1,10,3558.87,5,5,5,555,Champions,355.887,10,364,3549.1196712328765
248,1,374.57,1,2,2,122,Lost,374.57,1,117,120.06764383561644
8,2,497.56,5,3,3,533,Need Attention,248.78,2,357,486.65457534246576
359,1,271.05,1,2,2,122,Lost,271.05,1,6,4.455616438356164
76,1,272.22,2,2,2,222,Lost,272.22,1,289,215.53857534246578
290,1,622.88,1,2,3,123,Lost,622.88,1,75,127.9890410958904
17,3,1138.0,4,4,4,444,Champions,379.3333333333333,3,348,1084.9972602739726
221,2,288.6,1,3,2,132,At Risk,144.3,2,144,113.8586301369863
9,4,689.1,5,4,3,543,Champions,172.275,4,356,672.1084931506849
3,2,558.96,5,3,3,533,Need Attention,279.48,2,362,554.3658082191781
206,9,2997.03,1,5,5,155,Loyal Customers,333.00333333333333,9,159,1305.5555342465752
162,2,1145.84,2,3,4,234,At Risk,572.92,2,203,637.275397260274
76,1,302.2,2,2,2,222,Lost,302.2,1,289,239.27616438356162
262,2,605.58,1,3,3,133,At Risk,302.79,2,103,170.889698630137
281,1,387.31,1,2,2,122,Lost,387.31,1,84,89.13435616438356
58,8,6083.64,3,5,5,355,Loyal Customers,760.455,8,307,5116.924602739727
25,1,308.48,4,2,2,422,Potential Loyalists,308.48,1,340,287.35123287671234
3,31,91062.38,5,5,5,555,Champions,2937.496129032258,31,362,90313.92208219178
29,10,2924.99,4,5,5,455,Champions,292.49899999999997,10,336,2692.593534246575
72,1,513.2,3,2,3,323,Need Attention,513.2,1,293,411.96602739726035
128,1,208.65,2,2,1,221,Lost,208.65,1,237,135.4795890410959
31,4,639.02,4,4,3,443,Champions,159.755,4,334,584.7470684931507
15,5,764.88,4,4,3,443,Champions,152.976,5,350,733.4465753424657
309,1,153.94,1,2,1,121,Lost,153.94,1,56,23.61819178082192
17,6,1844.02,4,5,4,454,Champions,307.33666666666664,6,348,1758.1341369863012
54,1,546.81,3,2,3,323,Need Attention,546.81,1,311,465.9120821917808
30,3,723.21,4,4,3,443,Champions,241.07000000000002,3,335,663.7680821917809
2,5,1066.15,5,4,4,544,Champions,213.23000000000002,5,363,1060.3080821917808
11,4,652.74,5,4,3,543,Champions,163.185,4,354,633.0683835616438
361,1,145.0,1,2,1,121,Lost,145.0,1,4,1.5890410958904109
360,1,422.7,1,2,2,122,Lost,422.7,1,5,5.7904109589041095
5,4,1195.9,5,4,4,544,Champions,298.975,4,360,1179.517808219178
54,4,939.37,3,4,4,344,Loyal Customers,234.8425,4,311,800.3947123287671
1,8,3628.5,5,5,5,555,Champions,453.5625,8,364,3618.558904109589
1,10,2362.53,5,5,5,555,Champions,236.25300000000001,10,364,2356.057315068493
190,1,296.7,1,2,2,122,Lost,296.7,1,175,142.25342465753423
54,1,223.36,3,2,1,321,Need Attention,223.36,1,311,190.3149589041096
280,1,164.4,1,2,1,121,Lost,164.4,1,85,38.28493150684931
177,1,76.5,2,2,1,221,Lost,76.5,1,188,39.4027397260274
30,2,887.6700000000001,4,3,3,433,Need Attention,443.83500000000004,2,335,814.7108219178083
26,1,98.42,4,2,1,421,Potential Loyalists,98.42,1,339,91.4092602739726
25,2,578.9,4,3,3,433,Need Attention,289.45,2,340,539.249315068493
270,1,170.75,1,2,1,121,Lost,170.75,1,95,44.4417808219178
43,3,642.32,3,4,3,343,Loyal Customers,214.10666666666668,3,322,566.6494246575343
234,1,103.3,1,2,1,121,Lost,103.3,1,131,37.07479452054795
24,2,148.86,4,3,1,431,Need Attention,74.43,2,341,139.07194520547947
197,3,267.16,1,4,2,142,Loyal Customers,89.05333333333334,3,168,122.96679452054795
359,1,290.34,1,2,2,122,Lost,290.34,1,6,4.772712328767122
60,4,930.41,3,4,4,344,Loyal Customers,232.6025,4,305,777.4658904109589
130,1,1487.6,2,2,4,224,Lost,1487.6,1,235,957.7698630136986
1,5,1952.45,5,4,4,544,Champions,390.49,5,364,1947.1008219178084
20,2,480.31,4,3,2,432,Need Attention,240.155,2,345,453.99164383561646
206,1,157.9,1,2,1,121,Lost,157.9,1,159,68.78383561643835
14,3,541.46,5,4,3,543,Champions,180.48666666666668,3,351,520.6916712328767
95,4,854.95,2,4,3,243,Loyal Customers,213.7375,4,270,632.4287671232877
19,1,165.12,4,2,1,421,Potential Loyalists,165.12,1,346,156.52471232876712
14,7,1122.38,5,5,4,554,Champions,160.34,7,351,1079.3298082191782
24,3,454.01,4,4,2,442,Champions,151.33666666666667,3,341,424.1572876712329
8,2,869.77,5,3,3,533,Need Attention,434.885,2,357,850.7065479452054
7,8,4331.48,5,5,5,555,Champions,541.435,8,358,4248.4105205479445
332,1,344.14,1,2,2,122,Lost,344.14,1,33,31.114027397260273
50,4,1424.42,3,4,4,344,Loyal Customers,356.105,4,315,1229.2939726027398
